contract_id,party_a,party_b,effective_date,end_date,governing_law,amount,currency,dpa_present,contact_email,status,review_due_date,risk_level
C-102882,PartyA_198,PartyB_287,2023-04-06,2024-01-12,Scotland,64089.14,INR,N,contact2882@example.com,Signed,2023-07-17,MediumRisk
C-103205,PartyA_235,PartyB_171,2023-08-25,2024-09-10,Scotland,191914.26,GBP,n,contact3205@example.com,Active,2024-01-18,LowRisk
C-114239,PartyA_251,PartyB_113,2024-03-11,2025-09-07,Delaware,184753.51,USD,N,,Expired,2024-07-13,HighRisk
C-124964,PartyA_150,PartyB_200,2023-04-10,2024-07-01,England & Wales,3871.04,GBP,n,contact24964@example.com,Draft,2023-05-13,LowRisk
C-115281,PartyA_294,PartyB_265,2024-05-02,2024-08-21,New York,40776.3,USD,y,contact15281@example.com,Expired,2025-03-04,MediumRisk
C-121098,PartyA_56,PartyB_267,2023-01-26,2024-03-08,Nigeria,231915.37,NGN,Y, user21098@bad email .com ,Signed,2023-02-16,MediumRisk
C-101033,PartyA_86,PartyB_18,2023-04-21,2024-09-03,England & Wales,96378.42,INR,y,contact1033@example.com,Signed,2023-12-08,MediumRisk
C-116738,PartyA_182,PartyB_289,2024-07-02,2024-06-24,Nigeria,104861.12,NGN,Y,,Active,2024-12-01,MediumRisk
C-121339,PartyA_86,PartyB_122,2023-06-23,2025-02-15,England & Wales,56245.78,GBP, ,,Signed,2024-01-11,MediumRisk
C-101385,PartyA_50,PartyB_34,2024-02-26,2024-09-17,Delaware,117676.36,USD,n,,Active,2024-03-10,MediumRisk
C-101295,PartyA_242,PartyB_9,2024-01-05,2024-07-20,England & Wales,209297.12,ZAR,N, user1295@bad email .com ,Signed,2024-04-24,MediumRisk
C-108875,PartyA_26,PartyB_47,2023-03-21,2024-01-09,Scotland,98098.84,NGN,n, user8875@bad email .com ,Draft,2023-03-07,MediumRisk
C-112362,PartyA_289,PartyB_67,2024-04-23,2024-09-25,Delaware,229922.76,USD, ,,Expired,2024-05-05,HighRisk
C-121702,PartyA_204,PartyB_19,2024-04-20,2026-04-04,England & Wales,173205.07,USD, ,,Draft,2024-06-21,MediumRisk
C-124599,PartyA_26,PartyB_164,2023-10-30,2023-10-06,New York,216814.44,ZAR,Y,,Draft,2024-05-14,MediumRisk
C-120199,PartyA_9,PartyB_156,2023-01-23,2024-12-05,New York,102415.24,NGN, ,,Expired,2024-01-21,HighRisk
C-118627,PartyA_36,PartyB_217,2024-01-19,2025-12-31,Nigeria,205929.94, xyz ,n,contact18627@example.com,Signed,2025-01-05,MediumRisk
C-123863,PartyA_6,PartyB_204,2023-01-11,2023-05-20,Delaware,91036.72,EUR,n, user23863@bad email .com ,Active,2023-07-21,MediumRisk
C-117346,PartyA_293,PartyB_137,2023-09-01,2023-09-16,New York,5672.26,INR,Y,,Active,2024-03-13,MediumRisk
C-107360,PartyA_225,PartyB_178,2023-11-19,2024-07-07,Delaware,75073.76, xyz ,N,,Draft,2024-11-11,MediumRisk
C-108871,PartyA_77,PartyB_281,2024-06-08,2024-04-22,New York,246750.51,usd, , user8871@bad email .com ,Signed,2025-02-06,HighRisk
C-116046,PartyA_32,PartyB_202,2023-11-08,2024-11-19,Scotland,231336.15, xyz ,n,,Signed,2024-07-08,MediumRisk
C-101497,PartyA_236,PartyB_85,2023-10-04,2025-09-11,Scotland,122078.01,NGN,n,contact1497@example.com,Expired,2023-12-01,HighRisk
C-118238,PartyA_298,PartyB_40,2024-03-16,2026-02-03,New York,42725.6,INR,Y,contact18238@example.com,Active,2025-01-06,MediumRisk
C-108992,PartyA_170,PartyB_45,2024-07-15,2026-01-05,Nigeria,47439.45,GBP,N,,Expired,2025-01-15,HighRisk
C-100747,PartyA_76,PartyB_243,2023-05-29,2024-11-24,Delaware,61203.27,NGN,Y,,Signed,2023-12-01,MediumRisk
C-121069,PartyA_288,PartyB_150,2023-01-27,2024-11-10,Nigeria,28546.15,EUR, ,contact21069@example.com,Signed,2023-04-13,MediumRisk
C-105981,PartyA_107,PartyB_74,2024-02-04,2024-05-20,Scotland,172900.5,NGN,n,,Active,2024-12-07,MediumRisk
C-115001,PartyA_117,PartyB_100,2023-07-09,2024-03-15,New York,166419.75,EUR,Y, user15001@bad email .com ,Signed,2024-05-23,MediumRisk
C-124278,PartyA_257,PartyB_150,2023-10-16,2024-12-01,Scotland,70563.83,INR,N,contact24278@example.com,Active,2024-02-16,MediumRisk
C-102206,PartyA_265,PartyB_268,2024-03-17,2025-11-26,England & Wales,126483.48,GBP,n, user2206@bad email .com ,Draft,2024-09-04,MediumRisk
C-103056,PartyA_238,PartyB_229,2023-12-04,2025-10-08,New York,40630.18,INR, , user3056@bad email .com ,Expired,2024-10-29,HighRisk
C-120603,PartyA_6,PartyB_208,2024-01-06,2025-04-11,Nigeria,92985.45,NGN, , user20603@bad email .com ,Draft,2023-12-31,HighRisk
C-107379,PartyA_234,PartyB_21,2023-07-15,2025-04-01,Delaware,61359.51, xyz , ,,Expired,2023-07-20,HighRisk
C-100590,PartyA_78,PartyB_229,2023-09-16,2023-10-01,England & Wales,154333.64,ZAR,Y, user590@bad email .com ,Expired,2024-02-22,HighRisk
C-116614,PartyA_209,PartyB_214,2023-01-10,2022-09-12,Nigeria,127051.85,usd,Y, user16614@bad email .com ,Active,2023-02-10,MediumRisk
C-107508,PartyA_56,PartyB_271,2023-05-31,2024-10-15,New York,37549.44,usd,n,contact7508@example.com,Active,2023-12-14,MediumRisk
C-114152,PartyA_102,PartyB_234,2023-04-26,2024-12-28,New York,121727.64,USD, ,,Signed,2023-08-22,MediumRisk
C-120235,PartyA_189,PartyB_158,2023-04-27,2024-10-18,Delaware,195858.57, xyz , ,,Active,2023-05-23,HighRisk
C-101491,PartyA_219,PartyB_251,2024-07-17,2025-11-06,Delaware,205468.4,usd,N,,Active,2025-04-17,MediumRisk
C-106569,PartyA_209,PartyB_131,2024-01-15,2024-08-07,England & Wales,164460.07,GBP,y, user6569@bad email .com ,Expired,2023-12-16,HighRisk
C-111356,PartyA_278,PartyB_223,2023-08-15,2024-11-22,Nigeria,175474.34,ZAR,Y,contact11356@example.com,Signed,2024-07-31,MediumRisk
C-114780,PartyA_32,PartyB_269,2023-10-02,2024-12-21,Delaware,168704.6,GBP,N, user14780@bad email .com ,Draft,2024-01-08,MediumRisk
C-116147,PartyA_294,PartyB_28,2023-12-27,2024-08-06,Delaware,86572.34,EUR,N,contact16147@example.com,Active,2024-08-16,LowRisk
C-117286,PartyA_94,PartyB_77,2024-07-12,2025-12-29,New York,229381.38,ZAR,N,contact17286@example.com,Draft,2024-12-13,MediumRisk
C-117612,PartyA_154,PartyB_128,2024-04-01,2025-12-02,Nigeria,162833.02,EUR,N,contact17612@example.com,Expired,2025-01-12,MediumRisk
C-107089,PartyA_126,PartyB_68,2024-04-15,2025-02-11,Nigeria,18953.71,EUR,N, user7089@bad email .com ,Expired,2024-07-06,HighRisk
C-105265,PartyA_90,PartyB_144,2023-02-21,2022-11-25,England & Wales,130431.08,GBP,y, user5265@bad email .com ,Active,2023-03-16,MediumRisk
C-117747,PartyA_281,PartyB_241,2024-05-22,2025-05-08,New York,68483.29,usd,Y,,Expired,2025-03-03,HighRisk
C-109154,PartyA_12,PartyB_190,2023-06-28,2025-05-14,Nigeria,128935.95,ZAR,N, user9154@bad email .com ,Active,2023-12-17,MediumRisk
C-103136,PartyA_223,PartyB_94,2023-05-20,2025-01-28,England & Wales,233969.4,NGN,n,,Draft,2024-04-10,MediumRisk
C-109262,PartyA_267,PartyB_65,2023-10-01,2025-03-31,New York,84824.18,NGN, ,contact9262@example.com,Signed,2023-12-12,MediumRisk
C-108722,PartyA_164,PartyB_218,2023-04-23,2023-04-26,Scotland,195059.47,USD,n,contact8722@example.com,Expired,2023-10-20,MediumRisk
C-113138,PartyA_6,PartyB_5,2023-04-30,2024-12-14,England & Wales,214880.24,USD,N,contact13138@example.com,Draft,2023-11-14,LowRisk
C-109301,PartyA_251,PartyB_226,2024-03-03,2023-12-25,Delaware,129420.55,NGN,n, user9301@bad email .com ,Draft,2024-06-09,MediumRisk
C-111638,PartyA_51,PartyB_112,2023-01-13,2022-09-19,Delaware,198245.79, xyz , , user11638@bad email .com ,Active,2023-07-03,HighRisk
C-111478,PartyA_67,PartyB_105,2023-02-25,2023-07-21,Scotland,64341.14, xyz ,n,,Expired,2023-04-17,HighRisk
C-107556,PartyA_70,PartyB_179,2023-07-30,2024-04-03,England & Wales,154454.91, xyz ,Y,,Draft,2023-08-11,MediumRisk
C-117026,PartyA_130,PartyB_59,2023-01-04,2024-05-20,England & Wales,38753.58,USD,n,,Active,2023-09-13,MediumRisk
C-108379,PartyA_53,PartyB_57,2024-05-08,2026-03-05,England & Wales,75319.21,usd,Y,contact8379@example.com,Expired,2024-06-24,HighRisk
C-103325,PartyA_96,PartyB_66,2023-05-28,2023-08-16,Delaware,187497.37,USD,y, user3325@bad email .com ,Draft,2024-03-20,MediumRisk
C-105803,PartyA_250,PartyB_252,2023-11-07,2024-05-09,England & Wales,65845.03,GBP,n,,Signed,2024-06-29,MediumRisk
C-122409,PartyA_242,PartyB_300,2023-12-22,2024-08-11,Delaware,18947.56, xyz ,Y, user22409@bad email .com ,Signed,2024-07-17,MediumRisk
C-118480,PartyA_146,PartyB_254,2024-06-25,2026-04-13,New York,40301.79,INR,n, user18480@bad email .com ,Signed,2025-04-07,MediumRisk
C-115330,PartyA_271,PartyB_111,2023-09-14,2025-03-25,Scotland,154500.71,USD,Y, user15330@bad email .com ,Signed,2024-02-29,MediumRisk
C-104316,PartyA_29,PartyB_60,2023-07-08,2023-03-23,Delaware,93242.4,INR,Y,contact4316@example.com,Draft,2023-09-12,MediumRisk
C-104674,PartyA_231,PartyB_145,2024-01-30,2025-07-25,England & Wales,125973.55,NGN, , user4674@bad email .com ,Active,2024-05-17,HighRisk
C-117922,PartyA_68,PartyB_118,2024-03-07,2025-02-04,Scotland,1096.03,EUR,N, user17922@bad email .com ,Draft,2025-01-24,MediumRisk
C-108968,PartyA_228,PartyB_222,2023-04-27,2025-01-05,England & Wales,21195.85,usd,N,contact8968@example.com,Signed,2023-06-28,MediumRisk
C-109982,PartyA_234,PartyB_212,2023-08-29,2024-10-03,New York,2388.18,ZAR,Y,,Expired,2024-08-16,HighRisk
C-117382,PartyA_78,PartyB_145,2023-05-05,2025-01-20,New York,74120.36,USD, ,contact17382@example.com,Active,2023-06-27,MediumRisk
C-104682,PartyA_86,PartyB_105,2023-03-14,2023-01-15,Nigeria,246276.48,EUR,n,,Expired,2024-02-09,HighRisk
C-124955,PartyA_124,PartyB_151,2023-03-09,2023-11-11,England & Wales,206509.85,ZAR,Y,contact24955@example.com,Draft,2023-07-15,MediumRisk
C-103360,PartyA_100,PartyB_235,2024-04-07,2024-06-11,England & Wales,244474.26,usd,Y,,Expired,2024-06-08,HighRisk
C-117564,PartyA_238,PartyB_101,2023-07-29,2025-05-18,New York,189994.09,ZAR,n, user17564@bad email .com ,Active,2024-07-20,MediumRisk
C-117126,PartyA_30,PartyB_140,2023-02-04,2022-12-04,New York,129153.45,usd,n,,Active,2023-05-22,MediumRisk
C-107202,PartyA_79,PartyB_24,2023-11-07,2024-11-08,New York,34407.32,EUR,y,contact7202@example.com,Draft,2023-12-24,LowRisk
C-104764,PartyA_239,PartyB_180,2024-07-24,2025-06-15,New York,151148.1,ZAR,n, user4764@bad email .com ,Draft,2024-09-18,MediumRisk
C-121122,PartyA_151,PartyB_88,2024-03-02,2026-01-25,New York,14920.81,INR,Y, user21122@bad email .com ,Active,2024-08-29,MediumRisk
C-122601,PartyA_33,PartyB_284,2024-03-04,2023-11-23,Scotland,176556.76,usd,y, user22601@bad email .com ,Draft,2024-11-01,MediumRisk
C-111517,PartyA_198,PartyB_50,2024-03-06,2025-10-03,Nigeria,95189.11,GBP,y,,Signed,2024-11-03,MediumRisk
C-124789,PartyA_28,PartyB_251,2024-04-12,2024-09-26,New York,58998.69,usd,Y,contact24789@example.com,Active,2025-02-06,MediumRisk
C-114426,PartyA_161,PartyB_288,2024-04-28,2025-08-11,England & Wales,105943.36,INR,n, user14426@bad email .com ,Expired,2025-04-27,HighRisk
C-115578,PartyA_224,PartyB_268,2024-06-09,2025-10-11,Scotland,245415.53,GBP,N, user15578@bad email .com ,Signed,2024-07-25,MediumRisk
C-100824,PartyA_34,PartyB_61,2023-11-09,2024-10-21,Nigeria,60797.33,USD, , user824@bad email .com ,Signed,2023-12-22,MediumRisk
C-124711,PartyA_218,PartyB_174,2023-02-13,2024-07-10,Delaware,242407.58,usd,y,,Active,2023-09-16,MediumRisk
C-118429,PartyA_26,PartyB_210,2024-03-01,2024-03-05,England & Wales,51895.12,USD,y, user18429@bad email .com ,Expired,2024-10-23,HighRisk
C-113037,PartyA_219,PartyB_190,2024-02-27,2024-10-24,Nigeria,57140.1,NGN,Y,contact13037@example.com,Signed,2024-12-20,MediumRisk
C-101612,PartyA_217,PartyB_280,2023-08-14,2025-03-31,New York,159426.1,USD, ,,Active,2023-08-25,MediumRisk
C-122123,PartyA_52,PartyB_187,2024-06-16,2024-08-07,New York,240998.53,USD, ,,Active,2025-02-08,MediumRisk
C-119160,PartyA_23,PartyB_95,2024-01-12,2024-02-13,Scotland,21923.33,NGN,n,contact19160@example.com,Expired,2024-06-08,HighRisk
C-117756,PartyA_81,PartyB_186,2023-08-06,2024-03-11,Delaware,11932.55,EUR,N,contact17756@example.com,Draft,2024-03-25,LowRisk
C-111622,PartyA_265,PartyB_137,2023-08-31,2025-02-24,Scotland,151247.83,NGN,y,contact11622@example.com,Signed,2024-01-10,MediumRisk
C-119855,PartyA_39,PartyB_118,2024-01-03,2023-09-08,England & Wales,223318.2,ZAR,y, user19855@bad email .com ,Active,2024-02-07,MediumRisk
C-101451,PartyA_191,PartyB_283,2024-01-08,2023-12-09,Scotland,149914.22, xyz , , user1451@bad email .com ,Draft,2024-09-10,HighRisk
C-104876,PartyA_298,PartyB_151,2023-07-17,2024-10-17,Delaware,35764.57,usd,Y,contact4876@example.com,Expired,2023-08-31,HighRisk
C-101513,PartyA_148,PartyB_236,2023-09-12,2023-10-27,Scotland,160393.89,EUR,n,contact1513@example.com,Active,2024-05-09,LowRisk
C-102675,PartyA_258,PartyB_205,2023-02-05,2023-05-14,Scotland,186449.25,INR,Y, user2675@bad email .com ,Draft,2023-08-25,MediumRisk
C-112398,PartyA_43,PartyB_189,2023-11-24,2024-02-05,New York,214789.64,NGN,Y, user12398@bad email .com ,Expired,2024-02-19,HighRisk
C-109717,PartyA_1,PartyB_208,2023-12-14,2023-09-15,New York,107252.33,GBP,N,,Draft,2024-09-10,MediumRisk
C-106608,PartyA_116,PartyB_95,2024-04-03,2024-04-01,Nigeria,21974.08,usd,n, user6608@bad email .com ,Signed,2024-07-25,MediumRisk
C-105089,PartyA_243,PartyB_167,2023-04-26,2024-07-23,Scotland,129450.49,EUR,Y,,Expired,2024-03-03,HighRisk
C-116024,PartyA_29,PartyB_60,2023-12-03,2024-01-29,England & Wales,210942.71, xyz ,n,,Draft,2024-07-08,MediumRisk
C-123781,PartyA_126,PartyB_77,2024-06-12,2025-03-14,Delaware,179808.46,usd,Y,contact23781@example.com,Active,2025-04-18,MediumRisk
C-108713,PartyA_8,PartyB_207,2023-09-23,2025-05-17,Nigeria,202418.61,EUR,y,contact8713@example.com,Active,2024-03-18,LowRisk
C-116398,PartyA_221,PartyB_7,2023-04-19,2024-03-14,Delaware,102299.31,USD,y, user16398@bad email .com ,Active,2024-01-02,MediumRisk
C-102256,PartyA_224,PartyB_67,2023-02-08,2023-09-04,England & Wales,100593.59,EUR,n, user2256@bad email .com ,Signed,2023-07-28,MediumRisk
C-101744,PartyA_5,PartyB_296,2023-04-13,2023-03-16,Scotland,71828.16,usd, ,,Draft,2024-02-17,HighRisk
C-120471,PartyA_124,PartyB_65,2024-06-24,2025-10-20,Nigeria,238318.43,INR,n,contact20471@example.com,Expired,2024-09-27,HighRisk
C-104862,PartyA_132,PartyB_253,2023-03-19,2024-04-16,Scotland,35515.42, xyz , , user4862@bad email .com ,Expired,2023-09-12,HighRisk
C-120178,PartyA_63,PartyB_69,2024-01-22,2025-11-27,Nigeria,241486.79,EUR, ,,Expired,2024-11-20,HighRisk
C-100811,PartyA_151,PartyB_196,2023-11-05,2025-03-24,Nigeria,156920.12,EUR,Y,contact811@example.com,Active,2024-04-28,LowRisk
C-100868,PartyA_65,PartyB_47,2023-01-07,2022-11-14,Scotland,217596.82,NGN,Y,contact868@example.com,Expired,2023-03-06,HighRisk
C-124480,PartyA_191,PartyB_235,2024-03-20,2025-11-27,Nigeria,123297.37, xyz ,N,,Expired,2024-11-11,HighRisk
C-118891,PartyA_80,PartyB_72,2024-01-10,2024-08-24,Nigeria,216190.67,NGN,Y,contact18891@example.com,Active,2024-06-18,MediumRisk
C-109734,PartyA_163,PartyB_64,2024-03-14,2024-12-04,Scotland,137432.82,usd,Y,contact9734@example.com,Signed,2025-02-28,MediumRisk
C-122035,PartyA_205,PartyB_54,2023-09-13,2024-10-12,New York,158567.58, xyz ,y, user22035@bad email .com ,Active,2023-09-03,MediumRisk
C-122459,PartyA_24,PartyB_241,2023-09-03,2024-11-30,Scotland,232118.86,NGN, , user22459@bad email .com ,Expired,2024-05-16,HighRisk
C-103280,PartyA_53,PartyB_183,2023-08-26,2024-04-28,England & Wales,63532.69,INR,N, user3280@bad email .com ,Expired,2024-02-11,HighRisk
C-122592,PartyA_14,PartyB_173,2024-04-10,2025-04-05,New York,211766.86,USD,N,contact22592@example.com,Draft,2025-03-07,LowRisk
C-119080,PartyA_160,PartyB_38,2023-03-21,2024-12-22,New York,203154.57,INR, ,,Expired,2023-03-01,HighRisk
C-108785,PartyA_17,PartyB_130,2023-07-18,2024-03-02,Delaware,124347.2,ZAR,N,,Draft,2024-06-12,MediumRisk
C-107140,PartyA_52,PartyB_11,2024-08-01,2025-07-26,New York,6314.97, xyz , , user7140@bad email .com ,Expired,2025-03-17,HighRisk
C-108596,PartyA_54,PartyB_167,2024-01-02,2025-05-18,England & Wales,231233.85,NGN,n, user8596@bad email .com ,Expired,2024-11-22,HighRisk
C-116938,PartyA_122,PartyB_80,2023-12-21,2023-09-23,England & Wales,203671.14,INR,N,contact16938@example.com,Active,2024-04-26,MediumRisk
C-124195,PartyA_36,PartyB_263,2024-04-25,2024-02-06,Nigeria,213144.29,INR,Y,,Signed,2025-02-18,MediumRisk
C-112528,PartyA_113,PartyB_251,2023-12-21,2025-04-28,New York,23714.53,ZAR,N,contact12528@example.com,Expired,2024-07-16,HighRisk
C-103504,PartyA_2,PartyB_92,2023-06-15,2024-03-14,New York,47656.73,INR,y, user3504@bad email .com ,Expired,2023-07-18,HighRisk
C-103524,PartyA_69,PartyB_102,2024-03-27,2026-02-24,England & Wales,10799.29, xyz ,n, user3524@bad email .com ,Draft,2025-01-24,MediumRisk
C-112025,PartyA_228,PartyB_13,2023-11-29,2024-10-21,Nigeria,228380.51,ZAR,n,,Expired,2024-11-19,HighRisk
C-109210,PartyA_78,PartyB_179,2024-03-23,2025-08-11,Nigeria,165663.45, xyz ,y,,Draft,2024-10-29,MediumRisk
C-116760,PartyA_263,PartyB_59,2024-04-05,2024-06-24,Delaware,74374.58, xyz , ,contact16760@example.com,Draft,2024-05-10,MediumRisk
C-105420,PartyA_222,PartyB_102,2024-02-29,2025-03-30,Scotland,57473.81,ZAR,N, user5420@bad email .com ,Signed,2024-03-14,MediumRisk
C-106724,PartyA_125,PartyB_271,2023-10-25,2024-05-22,Delaware,236174.11,EUR,n,,Expired,2023-11-30,HighRisk
C-124831,PartyA_247,PartyB_7,2024-01-23,2025-03-20,Nigeria,159254.1,EUR,n,,Signed,2024-04-19,MediumRisk
C-105079,PartyA_62,PartyB_172,2024-04-21,2025-07-05,Delaware,111292.28,INR,Y, user5079@bad email .com ,Draft,2024-05-22,MediumRisk
C-124068,PartyA_210,PartyB_232,2024-06-29,2025-03-19,New York,234865.21,NGN,N,,Draft,2025-01-29,MediumRisk
C-102558,PartyA_74,PartyB_133,2023-12-11,2025-10-12,England & Wales,227174.31,USD,N,,Expired,2024-06-21,HighRisk
C-123899,PartyA_227,PartyB_15,2023-02-10,2023-05-27,New York,11273.32,ZAR,y, user23899@bad email .com ,Draft,2023-07-14,MediumRisk
C-110036,PartyA_62,PartyB_229,2023-08-21,2025-01-24,New York,70584.76,GBP,y,contact10036@example.com,Draft,2024-06-03,LowRisk
C-112321,PartyA_171,PartyB_44,2023-07-13,2023-11-10,Delaware,32375.33,usd, ,contact12321@example.com,Active,2024-01-10,MediumRisk
C-115073,PartyA_67,PartyB_219,2024-08-15,2025-02-17,Delaware,65059.49, xyz , , user15073@bad email .com ,Signed,2025-06-02,HighRisk
C-113078,PartyA_201,PartyB_209,2023-09-27,2023-07-04,New York,14279.5,ZAR,Y, user13078@bad email .com ,Active,2024-05-16,MediumRisk
C-124370,PartyA_81,PartyB_11,2024-08-20,2025-07-06,Nigeria,113828.95,usd,N,contact24370@example.com,Draft,2025-07-25,MediumRisk
C-117156,PartyA_14,PartyB_277,2023-09-26,2023-09-13,Scotland,217794.06,usd,N, user17156@bad email .com ,Draft,2024-02-22,MediumRisk
C-115827,PartyA_251,PartyB_167,2023-02-02,2024-06-12,Nigeria,220302.96,GBP, ,contact15827@example.com,Draft,2023-12-24,MediumRisk
C-113155,PartyA_66,PartyB_39,2023-01-03,2023-10-31,Delaware,188719.38,ZAR, ,contact13155@example.com,Draft,2023-06-27,MediumRisk
C-108520,PartyA_22,PartyB_273,2023-05-20,2025-04-11,New York,149801.85,usd, ,contact8520@example.com,Signed,2023-07-28,MediumRisk
C-116460,PartyA_108,PartyB_104,2023-05-13,2024-10-05,Nigeria,227050.89,GBP,N,,Draft,2023-09-16,MediumRisk
C-113150,PartyA_32,PartyB_218,2023-02-09,2023-02-16,Nigeria,107587.97,usd,n,contact13150@example.com,Signed,2023-04-02,MediumRisk
C-107319,PartyA_119,PartyB_199,2023-02-09,2024-07-24,Delaware,35848.17,EUR,Y, user7319@bad email .com ,Signed,2023-12-17,MediumRisk
C-120883,PartyA_37,PartyB_92,2023-12-07,2023-08-19,Scotland,66724.29,usd,n, user20883@bad email .com ,Draft,2024-09-20,MediumRisk
C-105294,PartyA_39,PartyB_273,2024-04-12,2026-01-10,Scotland,245252.01,usd,n,,Signed,2024-04-16,MediumRisk
C-104473,PartyA_160,PartyB_3,2023-08-09,2025-02-17,Nigeria,112746.88,USD,Y,contact4473@example.com,Active,2023-08-17,LowRisk
C-111564,PartyA_183,PartyB_292,2023-04-29,2025-03-13,New York,89271.83, xyz ,y,contact11564@example.com,Active,2024-02-29,MediumRisk
C-114927,PartyA_28,PartyB_2,2023-08-09,2023-07-30,Delaware,51392.54,GBP,N,,Draft,2024-07-12,MediumRisk
C-115626,PartyA_150,PartyB_58,2024-01-24,2025-08-31,Delaware,51908.05,INR, ,,Expired,2024-11-12,HighRisk
C-121211,PartyA_141,PartyB_222,2023-03-19,2023-12-10,New York,152516.55,usd,y,contact21211@example.com,Expired,2024-01-12,HighRisk
C-112125,PartyA_208,PartyB_212,2024-02-11,2024-02-01,England & Wales,76944.93,ZAR,N,contact12125@example.com,Draft,2024-07-10,MediumRisk
C-119995,PartyA_32,PartyB_242,2023-10-08,2023-06-18,New York,4315.57,GBP,N,contact19995@example.com,Draft,2023-12-26,LowRisk
C-109935,PartyA_120,PartyB_5,2023-11-01,2023-11-16,New York,208923.15,ZAR,n,contact9935@example.com,Expired,2023-11-16,HighRisk
C-123367,PartyA_78,PartyB_116,2023-11-10,2024-08-07,Delaware,34668.86,GBP,N,,Signed,2023-11-03,MediumRisk
C-114651,PartyA_182,PartyB_2,2023-12-06,2024-05-28,England & Wales,11859.49, xyz , , user14651@bad email .com ,Expired,2024-03-21,HighRisk
C-102016,PartyA_100,PartyB_105,2024-01-22,2023-12-10,Delaware,84470.9,GBP, , user2016@bad email .com ,Active,2024-12-27,MediumRisk
C-111709,PartyA_219,PartyB_233,2023-08-16,2025-07-28,Scotland,113656.09,INR, ,contact11709@example.com,Signed,2024-01-14,MediumRisk
C-116564,PartyA_154,PartyB_190,2023-03-12,2024-01-07,Nigeria,232843.43,ZAR,n,,Signed,2023-12-07,MediumRisk
C-123168,PartyA_94,PartyB_226,2023-04-19,2024-02-28,England & Wales,230407.16,usd,y,contact23168@example.com,Expired,2023-04-25,HighRisk
C-103605,PartyA_100,PartyB_129,2023-01-13,2023-02-03,England & Wales,95459.5, xyz ,N, user3605@bad email .com ,Draft,2023-12-05,MediumRisk
C-114362,PartyA_125,PartyB_256,2023-03-04,2025-01-30,Delaware,134474.22,INR,Y,,Draft,2024-02-13,MediumRisk
C-116757,PartyA_238,PartyB_267,2023-05-06,2023-04-25,Nigeria,232310.19,USD,y,,Active,2023-12-26,MediumRisk
C-109452,PartyA_133,PartyB_70,2023-01-31,2023-09-27,Delaware,124968.43,USD,Y, user9452@bad email .com ,Signed,2023-02-02,MediumRisk
C-104604,PartyA_140,PartyB_46,2024-04-10,2026-03-05,England & Wales,83940.05,NGN,y,contact4604@example.com,Signed,2024-11-23,MediumRisk
C-111588,PartyA_92,PartyB_69,2023-07-01,2024-02-09,England & Wales,217240.02, xyz ,y,contact11588@example.com,Draft,2023-07-12,MediumRisk
C-106147,PartyA_103,PartyB_142,2024-01-03,2025-07-18,Nigeria,131436.88,EUR,n, user6147@bad email .com ,Active,2024-03-26,MediumRisk
C-115852,PartyA_28,PartyB_148,2023-06-22,2023-08-28,Scotland,180241.45,EUR, ,,Active,2023-12-30,MediumRisk
C-120930,PartyA_79,PartyB_128,2023-03-03,2023-12-11,England & Wales,164454.6,GBP,y,contact20930@example.com,Signed,2024-02-10,LowRisk
C-121582,PartyA_212,PartyB_294,2023-02-17,2024-12-17,Scotland,80004.09,EUR,N, user21582@bad email .com ,Expired,2023-09-06,HighRisk
C-121419,PartyA_23,PartyB_40,2023-11-12,2025-03-19,Scotland,215068.55,NGN,N, user21419@bad email .com ,Signed,2024-01-09,MediumRisk
C-100131,PartyA_125,PartyB_224,2023-06-25,2025-05-25,New York,236955.96,INR,Y, user131@bad email .com ,Active,2024-03-22,MediumRisk
C-124867,PartyA_106,PartyB_39,2024-04-14,2024-07-08,New York,226536.24,usd,n,,Expired,2024-06-08,HighRisk
C-104643,PartyA_290,PartyB_272,2023-04-13,2023-04-29,England & Wales,111860.31,usd, ,,Active,2023-05-01,HighRisk
C-121755,PartyA_128,PartyB_263,2023-10-29,2024-06-15,Nigeria,44330.66,EUR,n,contact21755@example.com,Active,2023-12-29,LowRisk
C-100497,PartyA_17,PartyB_293,2023-05-13,2023-07-14,Scotland,218499.7,EUR,n,contact497@example.com,Active,2024-03-06,LowRisk
C-111806,PartyA_53,PartyB_272,2023-08-14,2024-06-01,Delaware,127637.56,ZAR,N,contact11806@example.com,Expired,2023-07-20,HighRisk
C-110528,PartyA_216,PartyB_189,2023-08-22,2023-06-02,Delaware,75276.39,NGN,N, user10528@bad email .com ,Signed,2024-03-12,MediumRisk
C-120902,PartyA_267,PartyB_288,2024-03-28,2025-04-25,New York,50201.55,NGN,Y,,Expired,2024-03-30,HighRisk
C-104826,PartyA_85,PartyB_250,2023-08-12,2025-02-11,Scotland,64476.91,GBP,Y,,Draft,2024-04-13,MediumRisk
C-114218,PartyA_181,PartyB_28,2024-05-29,2024-04-19,Nigeria,53333.48,ZAR,n, user14218@bad email .com ,Draft,2025-01-24,MediumRisk
C-106174,PartyA_225,PartyB_262,2023-03-20,2024-01-12,England & Wales,230085.89,usd,y,,Draft,2023-10-28,MediumRisk
C-118970,PartyA_79,PartyB_245,2024-06-26,2025-12-04,Nigeria,199751.23,ZAR, ,,Draft,2024-09-07,HighRisk
